,season,league_name,player,nationality,position,team,age,birth_year,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions
2,2022-2023,Ligue-1-Stats,Marco Bizot,nl NED,GK,Brest,31,1991,37.0,37.0,3330.0,37.0,54.0,1.46,176.0,122.0,73.3,11.0,10.0,16.0,8.0,21.6,9.0,7.0,2.0,0.0,22.2,1.0,11.0,2.0,54.9,0.26,2.9,0.08,198.0,477.0,41.5,806.0,163.0,38.2,35.5,289.0,58.5,43.9,520.0,30.0,5.8,25.0,0.68,11.6
3,2022-2023,Ligue-1-Stats,Rubén Blanco,es ESP,GK,Marseille,27,1995,6.0,6.0,495.0,5.5,6.0,1.09,19.0,15.0,68.4,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.9,0.2,-0.1,-0.02,11.0,47.0,23.4,165.0,31.0,20.6,27.4,41.0,31.7,32.1,73.0,3.0,4.1,7.0,1.27,17.9
4,2022-2023,Ligue-1-Stats,Joaquín Blázquez,ar ARG,GK,Brest,21,2001,1.0,1.0,90.0,1.0,0.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06,0.2,0.17,8.0,13.0,61.5,18.0,3.0,61.1,45.7,11.0,18.2,26.3,11.0,2.0,18.2,0.0,0.0,3.5
5,2022-2023,Ligue-1-Stats,Marcin Bułka,pl POL,GK,Nice,22,1999,2.0,2.0,180.0,2.0,2.0,1.0,6.0,4.0,66.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.52,1.1,0.56,8.0,20.0,40.0,49.0,11.0,20.4,28.1,18.0,55.6,44.2,26.0,2.0,7.7,3.0,1.5,13.8
6,2022-2023,Ligue-1-Stats,Matis Carvalho,pt POR,GK,Montpellier,23,1999,2.0,1.0,136.0,1.5,3.0,1.99,8.0,5.0,62.5,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.24,-1.1,-0.7,14.0,43.0,32.6,38.0,4.0,78.9,49.4,14.0,92.9,61.4,38.0,2.0,5.3,0.0,0.0,8.3
7,2022-2023,Ligue-1-Stats,Lucas Chevalier,fr FRA,GK,Lille,20,2001,32.0,32.0,2880.0,32.0,31.0,0.97,105.0,76.0,72.4,16.0,9.0,7.0,10.0,31.3,3.0,2.0,1.0,0.0,33.3,2.0,1.0,3.0,30.5,0.27,2.5,0.08,76.0,282.0,27.0,903.0,121.0,26.2,29.4,105.0,42.9,37.2,317.0,22.0,6.9,25.0,0.78,13.5
8,2022-2023,Ligue-1-Stats,Benoît Costil,fr FRA,GK,Auxerre,35,1987,19.0,19.0,1710.0,19.0,41.0,2.16,96.0,55.0,60.4,3.0,4.0,12.0,2.0,10.5,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,34.0,0.33,-7.0,-0.37,132.0,292.0,45.2,454.0,72.0,41.9,36.8,137.0,74.5,51.7,285.0,3.0,1.1,11.0,0.58,13.1
9,2022-2023,Ligue-1-Stats,Rémy Descamps,fr FRA,GK,Nantes,26,1996,1.0,1.0,90.0,1.0,1.0,1.0,6.0,5.0,83.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.25,0.5,0.48,5.0,9.0,55.6,20.0,9.0,25.0,33.2,6.0,66.7,46.5,11.0,1.0,9.1,0.0,0.0,7.0
10,2022-2023,Ligue-1-Stats,Mory Diaw,sn SEN,GK,Clermont Foot,29,1993,37.0,37.0,3330.0,37.0,47.0,1.27,161.0,110.0,75.8,17.0,8.0,12.0,10.0,27.0,12.0,8.0,4.0,0.0,33.3,0.0,5.0,0.0,55.4,0.28,8.4,0.23,235.0,601.0,39.1,1209.0,173.0,40.0,37.0,255.0,45.9,40.4,464.0,34.0,7.3,25.0,0.68,11.5
11,2022-2023,Ligue-1-Stats,Yehvann Diouf,fr FRA,GK,Reims,22,1999,31.0,31.0,2790.0,31.0,31.0,1.0,137.0,107.0,78.1,11.0,12.0,8.0,14.0,45.2,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,37.0,0.27,7.0,0.22,136.0,308.0,44.2,874.0,191.0,28.3,31.8,185.0,33.0,34.3,430.0,40.0,9.3,35.0,1.13,12.7
12,2022-2023,Ligue-1-Stats,Ouparine Djoco,gw GNB,GK,Clermont Foot,24,1998,1.0,1.0,90.0,1.0,2.0,2.0,3.0,1.0,33.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34,-1.0,-0.97,3.0,17.0,17.6,30.0,4.0,40.0,33.6,10.0,50.0,31.7,14.0,1.0,7.1,5.0,5.0,21.3
13,2022-2023,Ligue-1-Stats,Gianluigi Donnarumma,it ITA,GK,Paris S-G,23,1999,38.0,38.0,3409.0,37.9,40.0,1.06,160.0,120.0,76.3,27.0,4.0,7.0,13.0,34.2,5.0,2.0,1.0,2.0,33.3,1.0,3.0,1.0,43.3,0.26,4.3,0.11,54.0,148.0,36.5,728.0,167.0,15.0,23.9,207.0,18.8,24.1,436.0,33.0,7.6,27.0,0.71,12.1
14,2022-2023,Ligue-1-Stats,Maxime Dupé,fr FRA,GK,Toulouse,29,1993,38.0,38.0,3420.0,38.0,57.0,1.5,179.0,122.0,70.4,13.0,9.0,16.0,9.0,23.7,7.0,4.0,3.0,0.0,42.9,2.0,8.0,3.0,54.2,0.28,0.2,0.01,136.0,363.0,37.5,1006.0,176.0,24.4,29.5,264.0,44.7,37.2,517.0,30.0,5.8,21.0,0.55,10.1
15,2022-2023,Ligue-1-Stats,Yahia Fofana,ci CIV,GK,Angers,21,2000,11.0,11.0,990.0,11.0,19.0,1.73,54.0,35.0,66.7,3.0,1.0,7.0,1.0,9.1,2.0,1.0,1.0,0.0,50.0,0.0,3.0,1.0,16.4,0.27,-1.6,-0.14,33.0,125.0,26.4,256.0,70.0,35.2,33.6,69.0,50.7,41.7,143.0,17.0,11.9,9.0,0.82,11.8
16,2022-2023,Ligue-1-Stats,Gauthier Gallon,fr FRA,GK,Troyes,29,1993,30.0,30.0,2667.0,29.6,65.0,2.19,177.0,114.0,66.1,3.0,9.0,18.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,8.0,2.0,54.9,0.29,-8.1,-0.27,107.0,391.0,27.4,707.0,144.0,35.2,33.2,241.0,58.9,44.4,496.0,33.0,6.7,9.0,0.3,8.8
17,2022-2023,Ligue-1-Stats,Léo Jardim,br BRA,GK,Lille,27,1995,6.0,6.0,540.0,6.0,13.0,2.17,17.0,4.0,35.3,3.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,8.6,0.4,-4.4,-0.73,6.0,34.0,17.6,138.0,27.0,21.7,26.8,15.0,26.7,26.7,65.0,5.0,7.7,9.0,1.5,16.0
18,2022-2023,Ligue-1-Stats,Bingourou Kamara,sn SEN,GK,Montpellier,25,1996,5.0,4.0,408.0,4.5,11.0,2.43,25.0,13.0,60.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,50.0,0.0,2.0,0.0,9.1,0.29,-1.9,-0.41,18.0,57.0,31.6,95.0,19.0,42.1,35.4,35.0,48.6,39.9,52.0,3.0,5.8,2.0,0.44,11.2
19,2022-2023,Ligue-1-Stats,Alban Lafont,fr FRA,GK,Nantes,23,1999,37.0,37.0,3329.0,37.0,54.0,1.46,179.0,129.0,74.9,7.0,14.0,16.0,11.0,29.7,9.0,9.0,0.0,0.0,0.0,1.0,6.0,4.0,54.8,0.26,4.8,0.13,189.0,516.0,36.6,942.0,202.0,37.2,35.5,247.0,67.2,49.3,493.0,42.0,8.5,39.0,1.05,12.3
20,2022-2023,Ligue-1-Stats,Jean-Louis Leca,fr FRA,GK,Lens,36,1985,1.0,1.0,90.0,1.0,1.0,1.0,4.0,3.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.4,0.6,0.6,9.0,14.0,64.3,29.0,5.0,44.8,36.8,10.0,10.0,20.4,20.0,1.0,5.0,0.0,0.0,8.2
21,2022-2023,Ligue-1-Stats,Benjamin Lecomte,fr FRA,GK,Montpellier,31,1991,19.0,19.0,1710.0,19.0,22.0,1.16,96.0,72.0,79.2,10.0,3.0,6.0,8.0,42.1,4.0,2.0,2.0,0.0,50.0,0.0,2.0,0.0,29.5,0.29,7.5,0.4,116.0,322.0,36.0,475.0,72.0,46.9,37.8,165.0,60.0,44.2,273.0,15.0,5.5,13.0,0.68,10.8
22,2022-2023,Ligue-1-Stats,Donovan Léon,gf GUF,GK,Auxerre,29,1992,2.0,2.0,180.0,2.0,2.0,1.0,11.0,9.0,90.9,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.13,-0.1,-0.03,19.0,57.0,33.3,55.0,8.0,63.6,46.4,24.0,91.7,66.1,41.0,0.0,0.0,2.0,1.0,12.9
23,2022-2023,Ligue-1-Stats,Benjamin Leroy,fr FRA,GK,Ajaccio,33,1989,32.0,32.0,2798.0,31.1,60.0,1.93,133.0,74.0,60.9,6.0,4.0,22.0,4.0,12.5,9.0,8.0,0.0,1.0,0.0,1.0,10.0,1.0,47.7,0.3,-11.3,-0.36,213.0,522.0,40.8,657.0,77.0,52.4,38.5,212.0,84.0,52.1,389.0,18.0,4.6,54.0,1.74,16.9
24,2022-2023,Ligue-1-Stats,Alexandre Letellier,fr FRA,GK,Paris S-G,31,1990,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,19.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
25,2022-2023,Ligue-1-Stats,Mateusz Lis,pl POL,GK,Troyes,25,1997,9.0,8.0,751.0,8.3,16.0,1.92,51.0,34.0,72.5,1.0,3.0,4.0,1.0,12.5,3.0,2.0,1.0,0.0,33.3,0.0,2.0,0.0,16.4,0.28,0.4,0.05,39.0,127.0,30.7,235.0,41.0,38.7,35.2,78.0,46.2,37.4,154.0,12.0,7.8,13.0,1.56,14.4
26,2022-2023,Ligue-1-Stats,Anthony Lopes,pt POR,GK,Lyon,31,1990,32.0,32.0,2816.0,31.3,39.0,1.25,131.0,94.0,75.6,16.0,4.0,12.0,7.0,21.9,7.0,7.0,0.0,0.0,0.0,2.0,5.0,2.0,41.4,0.27,4.4,0.14,114.0,317.0,36.0,838.0,134.0,31.3,31.9,183.0,30.1,31.8,358.0,19.0,5.3,25.0,0.8,13.9
27,2022-2023,Ligue-1-Stats,Pau López,es ESP,GK,Marseille,27,1994,33.0,32.0,2925.0,32.5,34.0,1.05,123.0,90.0,76.4,21.0,4.0,7.0,10.0,31.3,5.0,5.0,0.0,0.0,0.0,0.0,6.0,1.0,33.8,0.24,0.8,0.02,112.0,324.0,34.6,941.0,132.0,25.1,31.0,172.0,51.2,40.4,370.0,22.0,5.9,37.0,1.14,15.4
28,2022-2023,Ligue-1-Stats,Steve Mandanda,fr FRA,GK,Rennes,37,1985,34.0,34.0,3014.0,33.5,31.0,0.93,110.0,79.0,73.6,19.0,5.0,10.0,12.0,35.3,3.0,2.0,1.0,0.0,33.3,0.0,5.0,1.0,32.4,0.28,2.4,0.07,163.0,420.0,38.8,1022.0,166.0,30.6,31.5,192.0,55.7,41.5,382.0,35.0,9.2,51.0,1.52,16.7
29,2022-2023,Ligue-1-Stats,Vito Mannone,it ITA,GK,Lorient,34,1988,18.0,17.0,1608.0,17.9,24.0,1.34,84.0,60.0,72.6,4.0,6.0,7.0,5.0,29.4,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,25.2,0.29,1.2,0.07,56.0,176.0,31.8,471.0,101.0,25.9,29.5,112.0,48.2,37.5,344.0,12.0,3.5,9.0,0.5,10.6
30,2022-2023,Ligue-1-Stats,Yvon Mvogo,ch SUI,GK,Lorient,28,1994,21.0,21.0,1812.0,20.1,29.0,1.44,98.0,70.0,71.4,11.0,4.0,6.0,3.0,14.3,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,27.1,0.27,-0.9,-0.04,86.0,228.0,37.7,473.0,85.0,34.0,32.1,145.0,46.2,36.6,381.0,21.0,5.5,7.0,0.35,8.5
31,2022-2023,Ligue-1-Stats,Alexander Nübel,de GER,GK,Monaco,25,1996,38.0,38.0,3420.0,38.0,58.0,1.53,195.0,140.0,72.8,19.0,8.0,11.0,9.0,23.7,5.0,5.0,0.0,0.0,0.0,1.0,4.0,3.0,49.5,0.24,-5.5,-0.14,189.0,445.0,42.5,875.0,203.0,32.2,32.8,266.0,61.3,45.6,454.0,36.0,7.9,33.0,0.87,12.7
32,2022-2023,Ligue-1-Stats,Jonas Omlin,ch SUI,GK,Montpellier,28,1994,14.0,14.0,1166.0,13.0,26.0,2.01,73.0,48.0,68.5,5.0,1.0,8.0,2.0,14.3,4.0,3.0,1.0,0.0,25.0,0.0,2.0,2.0,24.1,0.28,0.1,0.0,53.0,161.0,32.9,330.0,77.0,32.1,31.7,85.0,64.7,47.3,209.0,14.0,6.7,12.0,0.93,12.0
33,2022-2023,Ligue-1-Stats,Patrick Pentz,at AUT,GK,Reims,25,1997,7.0,7.0,630.0,7.0,14.0,2.0,29.0,16.0,58.6,1.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,11.9,0.34,-1.1,-0.16,29.0,94.0,30.9,152.0,25.0,44.7,36.3,59.0,44.1,38.7,103.0,8.0,7.8,4.0,0.57,12.2
34,2022-2023,Ligue-1-Stats,Ghjuvanni Quilichini,fr FRA,GK,Ajaccio,19,2002,1.0,0.0,82.0,0.9,0.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.24,0.8,0.93,6.0,24.0,25.0,26.0,2.0,61.5,43.8,8.0,100.0,61.0,25.0,2.0,8.0,0.0,0.0,7.5
35,2022-2023,Ligue-1-Stats,Ionuț Radu,ro ROU,GK,Auxerre,25,1997,17.0,17.0,1530.0,17.0,20.0,1.18,74.0,53.0,73.0,4.0,6.0,7.0,5.0,29.4,2.0,0.0,2.0,0.0,100.0,0.0,0.0,1.0,21.9,0.27,2.9,0.17,117.0,349.0,33.5,469.0,65.0,52.9,41.3,128.0,78.9,53.1,273.0,14.0,5.1,13.0,0.76,12.7
36,2022-2023,Ligue-1-Stats,Rémy Riou,fr FRA,GK,Lyon,34,1987,7.0,6.0,601.0,6.7,8.0,1.2,24.0,17.0,83.3,2.0,4.0,0.0,1.0,16.7,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,8.8,0.2,1.8,0.27,12.0,49.0,24.5,178.0,30.0,22.5,28.7,47.0,19.1,26.0,78.0,6.0,7.7,10.0,1.5,17.2
37,2022-2023,Ligue-1-Stats,Brice Samba,fr FRA,GK,Lens,28,1994,37.0,37.0,3330.0,37.0,28.0,0.76,125.0,98.0,80.0,24.0,9.0,4.0,15.0,40.5,3.0,3.0,0.0,0.0,0.0,0.0,6.0,1.0,32.4,0.24,5.4,0.15,174.0,435.0,40.0,1075.0,140.0,35.5,33.3,160.0,33.1,32.7,384.0,34.0,8.9,41.0,1.11,15.4
38,2022-2023,Ligue-1-Stats,Kasper Schmeichel,dk DEN,GK,Nice,35,1986,36.0,36.0,3240.0,36.0,35.0,0.97,141.0,105.0,77.3,15.0,12.0,9.0,11.0,30.6,5.0,3.0,1.0,1.0,25.0,2.0,5.0,0.0,35.9,0.23,0.9,0.02,170.0,388.0,43.8,909.0,119.0,30.7,32.7,278.0,39.2,35.7,455.0,24.0,5.3,23.0,0.64,12.9
39,2022-2023,Ligue-1-Stats,Matz Sels,be BEL,GK,Strasbourg,30,1992,38.0,38.0,3420.0,38.0,59.0,1.55,174.0,115.0,71.8,9.0,13.0,16.0,6.0,15.8,11.0,10.0,0.0,1.0,0.0,1.0,6.0,0.0,56.5,0.27,-2.5,-0.06,159.0,455.0,34.9,775.0,130.0,44.8,36.9,196.0,55.1,43.9,504.0,31.0,6.2,32.0,0.84,12.8
40,2022-2023,Ligue-1-Stats,François-Joseph Sollacaro,fr FRA,GK,Ajaccio,28,1994,6.0,6.0,540.0,6.0,14.0,2.33,24.0,11.0,45.8,1.0,1.0,4.0,1.0,16.7,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.1,0.34,-3.9,-0.65,19.0,87.0,21.8,102.0,11.0,56.9,40.7,40.0,72.5,48.2,93.0,6.0,6.5,6.0,1.0,11.5
0,2021-2022,Ligue-1-Stats,Doğan Alemdar,tr TUR,GK,Rennes,18,2002,12.0,12.0,1080.0,12.0,13.0,1.08,36.0,22.0,66.7,6.0,1.0,5.0,4.0,33.3,2.0,1.0,1.0,0.0,50.0,0.0,1.0,0.0,12.3,0.29,-0.7,-0.06,54.0,147.0,36.7,321.0,54.0,27.4,30.3,70.0,84.3,54.9,146.0,8.0,5.5,24.0,2.0,19.1
1,2021-2022,Ligue-1-Stats,Stefan Bajic,fr FRA,GK,Saint-Étienne,19,2001,7.0,4.0,510.0,5.7,13.0,2.29,29.0,16.0,62.1,0.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,13.2,0.39,0.2,0.04,28.0,75.0,37.3,141.0,40.0,34.0,31.6,44.0,61.4,46.3,82.0,4.0,4.9,11.0,1.94,17.1
2,2021-2022,Ligue-1-Stats,Walter Benítez,ar ARG,GK,Nice,28,1993,37.0,37.0,3330.0,37.0,35.0,0.95,141.0,105.0,78.0,20.0,7.0,10.0,14.0,37.8,5.0,4.0,1.0,0.0,20.0,1.0,1.0,0.0,42.6,0.27,7.6,0.21,145.0,378.0,38.4,774.0,169.0,30.2,30.5,260.0,55.4,43.0,503.0,31.0,6.2,33.0,0.89,13.6
3,2021-2022,Ligue-1-Stats,Paul Bernardoni,fr FRA,GK,Saint-Étienne,24,1997,19.0,19.0,1710.0,19.0,37.0,1.95,93.0,58.0,65.6,5.0,5.0,9.0,3.0,15.8,5.0,5.0,0.0,0.0,0.0,1.0,5.0,2.0,31.4,0.29,-3.6,-0.19,87.0,304.0,28.6,443.0,119.0,46.5,37.0,136.0,72.1,49.3,198.0,19.0,9.6,56.0,2.95,18.9
4,2021-2022,Ligue-1-Stats,Paul Bernardoni,fr FRA,GK,Angers,24,1997,13.0,13.0,1170.0,13.0,19.0,1.46,46.0,27.0,65.2,4.0,5.0,4.0,4.0,30.8,3.0,3.0,0.0,0.0,0.0,2.0,6.0,0.0,15.9,0.28,-3.1,-0.24,46.0,111.0,41.4,241.0,86.0,27.0,31.8,98.0,46.9,39.0,192.0,21.0,10.9,14.0,1.08,12.5
5,2021-2022,Ligue-1-Stats,Dimitry Bertaud,cd COD,GK,Montpellier,23,1998,11.0,9.0,833.0,9.3,20.0,2.16,57.0,37.0,68.4,2.0,3.0,4.0,2.0,22.2,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,0.25,-4.0,-0.43,46.0,129.0,35.7,226.0,55.0,38.5,33.8,86.0,48.8,38.5,128.0,8.0,6.3,4.0,0.43,11.7
6,2021-2022,Ligue-1-Stats,Marco Bizot,nl NED,GK,Brest,30,1991,38.0,38.0,3420.0,38.0,57.0,1.5,170.0,115.0,68.8,13.0,9.0,16.0,7.0,18.4,4.0,4.0,0.0,0.0,0.0,0.0,8.0,2.0,51.0,0.28,-4.0,-0.1,290.0,624.0,46.5,877.0,205.0,43.1,37.4,328.0,75.0,53.1,541.0,16.0,3.0,34.0,0.89,14.1
7,2021-2022,Ligue-1-Stats,Marcin Bułka,pl POL,GK,Nice,21,1999,1.0,1.0,90.0,1.0,1.0,1.0,5.0,4.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.35,0.7,0.73,1.0,3.0,33.3,17.0,6.0,11.8,19.2,7.0,14.3,24.9,14.0,1.0,7.1,1.0,1.0,22.5
8,2021-2022,Ligue-1-Stats,Marc-Aurèle Caillard,fr FRA,GK,Metz,27,1994,19.0,17.0,1542.0,17.1,30.0,1.75,87.0,57.0,67.8,4.0,5.0,8.0,5.0,29.4,2.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,27.5,0.3,-2.5,-0.15,103.0,276.0,37.3,286.0,87.0,44.8,38.9,168.0,88.1,58.5,263.0,10.0,3.8,13.0,0.76,12.8
9,2021-2022,Ligue-1-Stats,Benoît Costil,fr FRA,GK,Bordeaux,34,1987,25.0,25.0,2250.0,25.0,62.0,2.48,133.0,72.0,57.1,3.0,8.0,14.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,5.0,1.0,44.1,0.29,-16.9,-0.68,181.0,424.0,42.7,686.0,78.0,40.2,35.3,218.0,67.9,47.9,355.0,9.0,2.5,39.0,1.56,16.9
10,2021-2022,Ligue-1-Stats,Arthur Desmas,fr FRA,GK,Clermont Foot,27,1994,15.0,15.0,1304.0,14.5,33.0,2.28,66.0,34.0,54.5,3.0,5.0,7.0,3.0,20.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,22.3,0.3,-9.7,-0.67,32.0,133.0,24.1,302.0,53.0,28.8,30.2,112.0,41.1,33.8,159.0,5.0,3.1,4.0,0.28,10.6
11,2021-2022,Ligue-1-Stats,Ouparine Djoco,gw GNB,GK,Clermont Foot,23,1998,24.0,23.0,2116.0,23.5,36.0,1.53,99.0,65.0,65.7,6.0,4.0,13.0,5.0,21.7,2.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,28.2,0.27,-5.8,-0.24,92.0,302.0,30.5,584.0,107.0,36.6,33.7,154.0,57.1,40.5,304.0,23.0,7.6,28.0,1.19,14.2
12,2021-2022,Ligue-1-Stats,Gianluigi Donnarumma,it ITA,GK,Paris S-G,22,1999,17.0,17.0,1530.0,17.0,17.0,1.0,61.0,45.0,73.8,13.0,2.0,2.0,5.0,29.4,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,17.5,0.27,1.5,0.09,20.0,47.0,42.6,374.0,108.0,8.8,22.0,95.0,14.7,21.7,176.0,11.0,6.3,34.0,2.0,18.4
13,2021-2022,Ligue-1-Stats,Matthieu Dreyer,fr FRA,GK,Lorient,32,1989,16.0,16.0,1440.0,16.0,25.0,1.56,57.0,32.0,57.9,5.0,4.0,7.0,7.0,43.8,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19.3,0.32,-5.7,-0.36,67.0,203.0,33.0,282.0,46.0,38.3,36.3,133.0,71.4,48.9,223.0,5.0,2.2,10.0,0.63,15.4
14,2021-2022,Ligue-1-Stats,Wuilker Faríñez,ve VEN,GK,Lens,23,1998,13.0,11.0,1105.0,12.3,15.0,1.22,45.0,30.0,68.9,7.0,3.0,1.0,3.0,27.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.1,0.28,-1.9,-0.15,25.0,82.0,30.5,221.0,61.0,30.3,30.6,82.0,18.3,24.4,159.0,15.0,9.4,21.0,1.71,16.6
15,2021-2022,Ligue-1-Stats,Gauthier Gallon,fr FRA,GK,Troyes,28,1993,31.0,31.0,2790.0,31.0,45.0,1.45,135.0,92.0,72.6,8.0,8.0,15.0,8.0,25.8,8.0,8.0,0.0,0.0,0.0,1.0,7.0,2.0,45.3,0.28,2.3,0.07,183.0,452.0,40.5,814.0,159.0,38.9,34.7,246.0,54.9,40.1,411.0,19.0,4.6,25.0,0.81,14.5
16,2021-2022,Ligue-1-Stats,Alfred Gomis,sn SEN,GK,Rennes,27,1993,25.0,25.0,2250.0,25.0,25.0,1.0,67.0,43.0,68.7,14.0,5.0,6.0,10.0,40.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,23.9,0.33,-0.1,0.0,130.0,304.0,42.8,627.0,119.0,32.1,31.4,151.0,68.2,49.5,362.0,17.0,4.7,31.0,1.24,16.1
17,2021-2022,Ligue-1-Stats,Ivo Grbić,hr CRO,GK,Lille,25,1996,21.0,21.0,1890.0,21.0,28.0,1.33,85.0,58.0,69.4,8.0,7.0,6.0,2.0,9.5,2.0,2.0,0.0,0.0,0.0,1.0,5.0,1.0,23.2,0.25,-3.8,-0.18,97.0,267.0,36.3,419.0,87.0,41.5,35.2,166.0,56.0,43.5,310.0,16.0,5.2,13.0,0.62,11.7
18,2021-2022,Ligue-1-Stats,Etienne Green,eng ENG,GK,Saint-Étienne,21,2000,15.0,15.0,1197.0,13.3,27.0,2.03,67.0,42.0,61.2,2.0,5.0,8.0,1.0,6.7,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,23.9,0.34,-1.1,-0.08,64.0,166.0,38.6,290.0,64.0,34.8,34.4,110.0,59.1,46.6,173.0,6.0,3.5,14.0,1.05,14.1
19,2021-2022,Ligue-1-Stats,Léo Jardim,br BRA,GK,Lille,26,1995,17.0,17.0,1530.0,17.0,20.0,1.18,66.0,47.0,75.8,6.0,6.0,5.0,8.0,47.1,4.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,15.9,0.19,-3.1,-0.18,65.0,214.0,30.4,310.0,69.0,42.9,35.1,125.0,64.8,47.3,212.0,8.0,3.8,22.0,1.29,17.1
20,2021-2022,Ligue-1-Stats,Eiji Kawashima,jp JPN,GK,Strasbourg,38,1983,1.0,1.0,90.0,1.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.1,0.07,3.0,6.0,50.0,23.0,5.0,13.0,26.0,7.0,42.9,31.7,12.0,2.0,16.7,0.0,0.0,12.0
21,2021-2022,Ligue-1-Stats,Alban Lafont,fr FRA,GK,Nantes,22,1999,38.0,38.0,3420.0,38.0,48.0,1.26,155.0,105.0,71.6,15.0,10.0,13.0,8.0,21.1,7.0,4.0,3.0,0.0,42.9,0.0,6.0,1.0,52.4,0.3,5.4,0.14,206.0,607.0,33.9,824.0,137.0,46.2,39.2,288.0,78.5,55.5,491.0,27.0,5.5,56.0,1.47,14.9
22,2021-2022,Ligue-1-Stats,Jean-Louis Leca,fr FRA,GK,Lens,35,1985,27.0,27.0,2313.0,25.7,33.0,1.28,100.0,66.0,70.0,10.0,8.0,9.0,5.0,18.5,4.0,3.0,1.0,0.0,25.0,1.0,2.0,0.0,31.8,0.29,-1.2,-0.05,108.0,259.0,41.7,535.0,133.0,35.3,31.3,199.0,35.2,33.1,293.0,19.0,6.5,24.0,0.93,14.1
